,date,contents,city,city_in_disaster
14,2020-08-04T23:59:48.000Z,Idk who needs to hear this but spirit animal jokes are appropriation,ottowa,0
28,2020-08-04T23:59:55.000Z,"I’m gonna hop on a plane and just move to Colorado, I hate it here :( LOL",ottowa,0
29,2020-08-04T23:59:51.000Z,"Hey 
@ESPNFantasy
 , Im trying to create a league but I’m given zero tools to edit the scoring/format to our participants liking. My 11 friends and I are not afraid to take our talents to Yahoo so I suggest you respond to this tweet with some serious facts #glizzy",ottowa,0
30,2020-08-04T23:59:54.000Z,"Hoooo not that native 
Every time I try to type “ago,” it automatically corrects it to “aho” ",ottowa,0
31,2020-08-04T23:59:50.000Z,Sweet akong girlfriend wala nga lang boyfriend.,ottowa,0
32,2020-08-04T23:59:56.000Z,Trees need to step up their game...just falling down from a little wind! Abysmal performance from the trees of northern New Jersey today,ottowa,0
49,2020-08-04T23:59:56.000Z,"I would also argue $30 to rent MULAN is intentionally ""too high."" It still solidifies MULAN as a premium product and not just another VOD flick. The mistake of the streaming era was getting consumers used to the idea of ""almost nothing"" as a reasonable price for a big new movie.",ottowa,0
50,2020-08-04T23:59:56.000Z,Y’all remember when we literally pulled a “Hail Mary” with Trollz all because they doubted us? let’s do it again with “Move Ya Hips” I would like to break another record ,ottowa,0
51,2020-08-04T23:59:52.000Z,Bring on the numbers.,ottowa,0
52,2020-08-04T23:59:45.000Z,They ain’t believe in me.. still don’t,ottowa,0
53,2020-08-04T23:59:55.000Z,Let's face it. One of the reasons that teachers have political clout is because they are taxpayer paid babysitters. Parents will support striking teachers because its cheaper to pay a little more in taxes then quit your job or find all day daycare.  So teachers not wanting to go,ottowa,0
54,2020-08-04T23:59:56.000Z,"oH mY gOD yOu’RE tAlKiNg aBoUt sEx oN tWiTteR 
tHaT’s sOoOoOo uNLaDyLiKe 
 i cAn’T reSpECt yOu aNyMoRE 
 pack it up bitch boy",ottowa,0
55,2020-08-04T23:59:47.000Z,SN-5 LIVES!!!,ottowa,0
56,2020-08-04T23:59:52.000Z,"My whole body hurts, I can't feel my legs due to the shock
I feel emotionally drained trying to process what happened today
I'm afraid to close my eyes so I won't wake up to another bomb, glass shatering or loosing a beloved one
I just feel numb. 
They killed the soul of Lebanon.",ottowa,0
57,2020-08-04T23:59:59.000Z,I wish I could listen to Chum by Earl Sweatshirt again for the first time,ottowa,0
58,2020-08-04T23:59:50.000Z,"I picked a hell of a time to get into school administration! Whatever the model, let’s continue putting our students first in all that we do.",ottowa,0
59,2020-08-04T23:59:47.000Z,Sometimes you gotta do yo own shit,ottowa,0
60,2020-08-04T23:59:48.000Z,"Me: You guys are done with video games today!

My 9 year old: FINE BUT I'M GOING TO EAT EVERY FOOD WE HAVE IN THE HOUSE!

Me: FINE!

#parenting",ottowa,0
61,2020-08-04T23:59:38.000Z,Nice to break 14000 followers today. I’d say how about that verification but not sure that blue checkmark means much. Seen some of those tweets. ,ottowa,0
84,2020-08-04T23:59:57.000Z,notification squad wya,ottowa,0
85,2020-08-04T23:59:55.000Z,i was watching a swedish show and i was like hmm sweden seems calm uno....imagine if someone in sweden watched Aifric and thought hmm ireland seems calm,ottowa,0
86,2020-08-04T23:59:49.000Z,shrimp n steak cause court tomorrow just in case the judge wilding out,ottowa,0
87,2020-08-04T23:59:46.000Z,"middle school: 1D wall 
high school: Scripture Wall 
college: Painting wall 

clearly I’m a whore for a single wall to be dedicated to some typa theme lmaooo y am I like this ",ottowa,0
88,2020-08-04T23:59:56.000Z,"Police Unions - We are allowed to kill and break the law and there's nothing you can do about it.
Government - Very good.
Teacher's Unions - School is unsafe and we don't want our members to die. Let's work together to find a solution
Government - Selfish, we will abolish you.",ottowa,0
111,2020-08-04T23:59:44.000Z,"5k viewers watching 
@KyleeFatale
  being a crackhead. I’m so happy for her!!!",ottowa,0
112,2020-08-04T23:59:52.000Z,"“My muscles shrink when I stop exercise” - ok. 

“My body smells when I stop showering” - really 

“My blood glucose & weight go up when I stop my nutrition plan” - ",ottowa,0
122,2020-08-04T23:59:52.000Z,if i ship nearly every wlw katara ship no i don’t but i do no ,ottowa,0
123,2020-08-04T23:59:51.000Z,man it’s official. i have the sleep schedule of a 30 year old male,ottowa,0
124,2020-08-04T23:59:44.000Z,Sandra Smith was being a little bitch with Mercedes! Why the rudeness? Mercedes trying to explain the faults with mail in ballots and Sandra really rudely dismiss that as silly worry!,ottowa,0
125,2020-08-04T23:59:58.000Z,Had to unfollow my sorority cause honestly I’m embarrassed I was ever part of that and idc who sees this,ottowa,0
126,2020-08-04T23:59:48.000Z,u dont have to be so cautious if u practice what you preach,ottowa,0
127,2020-08-04T23:59:54.000Z,THEY DID IT! Starship hop success!,ottowa,0
128,2020-08-04T23:59:49.000Z,just got a sword from a woman with 5 other swords in her bare chest and increased my max hp,ottowa,0
129,2020-08-04T23:59:56.000Z,"Onlyfans link in bio for a limited time 
 top .96% !",ottowa,0
130,2020-08-04T23:59:48.000Z,"oh we're big braining tonight,,, i dont trust u anymore by left @ london is a david 7 song in many ways",ottowa,0
131,2020-08-04T23:59:57.000Z,"Tornado warnings , crippling rain,  incredible winds ... yet all I see and feel is you in the sunset and the brightness of the moon and stars .",ottowa,0
132,2020-08-04T23:59:45.000Z,"* I HATE RELAXING!!
* I LOVE being ANGRY and STRESSED OUT!!!",ottowa,0
133,2020-08-04T23:59:54.000Z,just saw a corona commercial that had a khruangbin song playing .... can't believe i stan lagers now,ottowa,0
134,2020-08-04T23:59:47.000Z,"in less than 24 hours, my blonde era will be over",ottowa,0
135,2020-08-04T23:59:57.000Z,RIP FBG Ducc foo dayum,ottowa,0
136,2020-08-04T23:59:49.000Z,I need some sexercise,ottowa,0
137,2020-08-04T23:59:43.000Z,Imma go ahead and say it. Moesha was a brat.,ottowa,0
138,2020-08-04T23:59:51.000Z,Stay positive through the negative situations,ottowa,0
139,2020-08-04T23:59:56.000Z,i just realized that i took photos in ac with the screenshot button instead of the + sign... so the guide is still on it BECAUSE I’M STUPID ,ottowa,0
140,2020-08-04T23:59:46.000Z,"We're closed, btw.",ottowa,0
141,2020-08-04T23:59:57.000Z,Clippers fans be calling the Lakers frauds until they lose to a 29-39 team. ,ottowa,0
143,2020-08-04T23:59:53.000Z,"I stan a man that causes conflicts 
Brighto!!!!",ottowa,0
144,2020-08-04T23:59:59.000Z,This Betway ad. ,ottowa,0
145,2020-08-04T23:59:57.000Z,"My head is imploding. 3 MAJOR topics, 2 with metric tons of research and information flying in from all sides. I need a goddamn professional research assistant.",ottowa,0
146,2020-08-04T23:59:56.000Z,"gonna hang w da bestie and go to party city and dollar tree and make earrings together, then go to world market and look at sanrio stuff and then thrift and gonna go smoke and drink tea and have fun w da bestie",ottowa,0
147,2020-08-04T23:59:48.000Z,Why is marzipan the best thing ever?,ottowa,0
148,2020-08-04T23:59:49.000Z,"Yes, I admit....I have an unhealthy relationship with chipotle ",ottowa,0
149,2020-08-04T23:59:48.000Z,Should be goalie interference on Cody Eakin,ottowa,0
150,2020-08-04T23:59:42.000Z,I will tell y’all... I’ve had this ios14 beta for about a month now... I’m going to go out on a limb and say it’s 10/10,ottowa,0
151,2020-08-04T23:59:52.000Z,"Hubs: oooo Spaceballs is on Netflix! Cool. 
Me: I never saw it
Hubs: WHAT?!?
Me: I mean I know a line from it
Hubs: what? Why?
Me: my maiden name was Schwartz
Hubs: oh. Okay. Right. That makes sense. Well. We’re watching it tonight. 

So here we are friends ",ottowa,0
152,2020-08-04T23:59:57.000Z,Can’t wait until I can afford an industrial loft in Brooklyn with floor to ceiling windows,ottowa,0
153,2020-08-04T23:59:57.000Z,"Because of the Marlins circumstances and the Orioles hot start, I'm seeing the Orioles are favored in betting markets in the -120/-125 range. I don't know when the last time they were favored was, but I imagine it's been a while.",ottowa,0
154,2020-08-04T23:59:56.000Z,"1st and 2nd, nobody out. Let’s see how the Indians screw this up. Strikeout, pop out, strikeout is my prediction.",ottowa,0
155,2020-08-04T23:59:45.000Z,"Just played tackle football even tho there was only like 4 tackles all game and I had em all. Also had 3 FFs, 1 INT, 4 defensive touchdowns and 6 offensive touchdowns. I don't even play tackle football and I was the best player on the field ",ottowa,0
156,2020-08-04T23:59:56.000Z,FBG ducks last song.,ottowa,0
157,2020-08-04T23:59:59.000Z,Connor Hellenervous,ottowa,0
158,2020-08-04T23:59:44.000Z,everytime i open this bird app lately someone’s tryna act oppressed over the dumbest shit,ottowa,0
159,2020-08-04T23:59:55.000Z,"Incredible flight and landing! 

Go 
@elonmusk
 @SpaceX
 ",ottowa,0
160,2020-08-04T23:59:51.000Z,Thinking about bees,ottowa,0
161,2020-08-04T23:59:57.000Z,Why are people talking about Taylor possibly blocking Katy when she probably won’t even reach top 2 ,ottowa,0
162,2020-08-04T23:59:53.000Z,"Did you know that gas stations have ""car wash clubs,"" because people who think about washing their cars more than once a year exist? I honestly cannot imagine what that would be like so if you know one of those people, I would like to ask them a LOT of questions.",ottowa,0
163,2020-08-04T23:59:58.000Z,"Hop test success!! $TSLA up $100 tomorrow 
@squawksquare
 lol!?!",ottowa,0
164,2020-08-04T23:59:48.000Z,"Qld border closure will have massive implications for 
@afl
 Bring all the teams to WA. Quarantine for two weeks. Season can be completed here in WA. PROBLEM SOLVED",ottowa,0
165,2020-08-04T23:59:55.000Z,Today our interim dean claimed to have made an action plan based on “listening” and learning from our college equity listening sessions. However. She didn’t attend them. And neither did the person she says informed her about it. And the report hasn’t been made yet. ,ottowa,0
166,2020-08-04T23:59:50.000Z,What should I eat ?,ottowa,0
167,2020-08-04T23:59:51.000Z,"i’ve always considered myself a loyal friend but my very close oomf said something today that can’t be excused. it’s disgusting and very offensive. it may be triggering for some so please if ur easily triggered DONT READ IT. 
@lovercatkelly
 this is the last time i protect u.",ottowa,0
168,2020-08-04T23:59:43.000Z,"I am very particular about who my friends are in real life. One of them is 
@BretTheBest
, someone who has been through a lot including being sexually abused multiple times & objectified in Hollywood from age 18-21. Give him a follow if you’d like & show him some support. ",ottowa,0
169,2020-08-04T23:59:56.000Z,"Had the Pico de Gallo burger from 
@Whataburger
 today and all I can say is..... Man, What a burger.",ottowa,0
191,2020-08-04T23:59:52.000Z,What a weird game.,ottowa,0
192,2020-08-04T23:59:56.000Z,"After an E6 & a walk by Pedro Strop, Lucas Sims is up",ottowa,0
193,2020-08-04T23:59:56.000Z,"The “good news” about large swaths of the earth becoming uninhabitable if we stay on our current course is that it will happen so gradually, and humans are so adaptable, that we will be used to it by the time it comes. ",ottowa,0
0,2020-08-04T13:51:49.000Z,CLUB UPDATE!,johannesburg,0
1,2020-08-04T20:53:06.000Z,"You’re not asking for too much, you’re asking for it from the wrong person 
... there’s so much reciprocation around me.",johannesburg,0
2,2020-08-04T16:56:39.000Z,"Lebanon 
Middle East 
May Allah protect the ummah ",johannesburg,0
3,2020-08-04T11:23:31.000Z,"Barack Obama turns 59 today. Guy has been in retirement for 4 years already. Meanwhile in Africa, 70 year olds still have ambitions of leadership at the highest levels.",johannesburg,0
4,2020-08-04T06:45:13.000Z,All my marks are finally out. Bathong lona kenale LL.B Degree.  ,johannesburg,0
5,2020-08-04T18:26:22.000Z,Post breakup everyone wants to be the first to reach that “look I'm doing better without you” stage so bad that they rush the healing process.,johannesburg,0
6,2020-08-04T19:41:39.000Z,Today at 15H45 I became a father to a beautiful baby girl ,johannesburg,0
7,2020-08-04T10:31:18.000Z,"ummah heart really has me sobbing about the death of a woman that happen over 1400 years ago. the death of a woman i’ve never met 
. 
Islam is truly incredible 
.",johannesburg,0
8,2020-08-04T09:11:35.000Z,"11:11
A free and fair democracy for all 
#FreeZimbabwe 
#ZimbabweLivesMatter",johannesburg,0
9,2020-08-04T12:51:33.000Z,Yeah buying new sneakers are cool but buying new stationery just hits different,johannesburg,0
10,2020-08-04T21:11:10.000Z,Truth is #ZimbabweanslivesMatter but Zimbabweans lives must matter in Harare not in South Africa.We are fully behind #SouthAfricansLivesMatter with no apology whatsoever.,johannesburg,0
11,2020-08-04T21:23:25.000Z,"Lalela. be prepared, it won't come twice. ",johannesburg,0
12,2020-08-04T13:10:44.000Z,Is it compulsory to have a government?,johannesburg,0
13,2020-08-04T18:50:49.000Z,"""Denying a truth you find distasteful doesn't negate the existence and subsequent influence of that truth""

#ZimbabweanLivesMatter",johannesburg,0
14,2020-08-04T06:38:13.000Z,"Don’t over-share. Leave a little mystery in your life. Not everybody wants to see you win. Take care 
#rogerthat",johannesburg,0
15,2020-08-04T13:15:48.000Z,"Whoever is reading this, I speak financial stability into your life...",johannesburg,0
16,2020-08-04T22:10:10.000Z,I just hurt myself by going to read something I shouldn't have,johannesburg,0
17,2020-08-04T03:53:04.000Z,"Until Zimbanwe have peace and see economic growth, SA will always have challenges when it comes to illegal immigrants. We need to help Zimbabwe #ZimbabweLivesMatter",johannesburg,0
18,2020-08-04T11:00:29.000Z,"Last week we received a $4.3bn loan from the IMF. At 16.40 to the dollar that gave us the R70bn everyone was so excited about, especially the yield at around 1.1%. Well! The rand is now 17.40 to the dollar, which means we owe the IMF R75bn. A loss of R5bn or 7% in a week.",johannesburg,0
19,2020-08-04T23:48:29.000Z,"2020, give us a break my g",johannesburg,0
56,2020-08-04T11:56:56.000Z,"#PutSouthAfricansFirst doesn’t mean we stop fighting for Land to be shared, for the economy to be opened, for means of production to be owned by the majority. It’s not either or. We must prioritize citizens and blacks must dominate all sectors of the economy.",johannesburg,0
57,2020-08-04T11:14:18.000Z,What I have concluded with buying hair is that you have to go big or go home.,johannesburg,0
58,2020-08-04T17:28:24.000Z,Whoever tests first gets blamed for bringing disease into the family.,johannesburg,0
59,2020-08-04T13:29:38.000Z,"I wrote a published piece on “How To Become More Employable” 
 Aibo. I - Luyanda Duma
 PUBLISHED 
 No ways ‘mkhulu uJesu",johannesburg,0
60,2020-08-04T13:30:27.000Z,All DSTv channels are open in case you home and don’t know what to watch.,johannesburg,0
61,2020-08-04T08:23:02.000Z,"Lockdown has made us much better people. We eat meals at home, talk to family often, & answer our phones & mails promptly. We’re drinking less, exercising more & have stopped telling raunchy jokes. There is no doubt we can expect male life expectancy to drop by at least 10 years.",johannesburg,0
62,2020-08-04T18:43:57.000Z,You wanna know the worst part about apologising to your girl?? It’s when she asks “WHAT EXACTLY ARE YOU SORRY FOR?”... most of the time you just apologizing to end the argument.,johannesburg,0
63,2020-08-04T21:27:24.000Z,"Man I can’t wait to fall in love again, genuinely w/o having to look over my shoulder.",johannesburg,0
64,2020-08-04T15:32:05.000Z,"It’s the most incredible thing to have people around you who want you to succeed, that push you harder, build you up and genuinely appreciate you as a person. Thank you to those who are around me and do that 
 it means the world to me :)",johannesburg,0
65,2020-08-04T08:50:36.000Z,"Dear Live Performance Artist... please get trained in the art of using in ears 
 

With kind regards,

The Industry",johannesburg,0
66,2020-08-04T20:01:19.000Z,"My duas and thoughts go out to all my dear friends in #Beirut #Lebanon. 

May ALLAH TA’ALA make it easy for one and all. May He grant ease to all those injured. Those that have passed on, we pray for their families. ALLAH TA’ALA grant them peace and patience. 

#LebanonExplosion",johannesburg,0
89,2020-08-04T16:55:26.000Z,Why do guys get over breakups so much faster than ladies? They move on so quickly ,johannesburg,0
90,2020-08-04T04:48:27.000Z,"Anything i lacked in the month of July, i will gain it in August. 

                   Double portion ",johannesburg,0
91,2020-08-04T08:19:05.000Z,The day I stopped with the expectations ... was the day ... I made massive progress ,johannesburg,0
92,2020-08-04T10:21:22.000Z,"Things that make me sad:
• UJ
• University of Johannesburg 
• uLink
• Blackboard",johannesburg,0
104,2020-08-04T18:47:12.000Z,"I’m so bad with WhatsApp. 
 .",johannesburg,0
105,2020-08-04T12:58:50.000Z,"ML Pandor was A man among men !! Dedicated his life to educating . A great sense of Humour & loved his cricket !! May Allah grant him thee Highest stages in Jannah 
 Ameen 
 will dearly be missed , AMS won’t be the same ",johannesburg,0
106,2020-08-04T18:43:01.000Z,good things will happen to you soon,johannesburg,0
107,2020-08-04T10:09:15.000Z,I’ve come to the realisation that I don’t know how to university anymore,johannesburg,0
108,2020-08-04T12:14:28.000Z,food heals ,johannesburg,0
109,2020-08-04T05:27:38.000Z,"And this is the confidence that we have toward him, that if we ask anything according to his will he hears us.
1 John 5:14",johannesburg,0
110,2020-08-04T00:06:14.000Z,"I want to drop a song title stress mark 
I love women stress mark .the natural ones ‘no be the one from njansang’ 
#njiemoni",johannesburg,0
111,2020-08-04T17:15:00.000Z,Go to google & search for “old grannies” & go to images.,johannesburg,0
112,2020-08-04T20:45:12.000Z,"Signs of dangerous 
Girlfriend:
Natural hair
Always indoors
Shoe size 4/5 ",johannesburg,0
113,2020-08-04T19:58:13.000Z,"Congratulations to my Mentor and Father 
@benjamindube
 we celebrate with you Dad your work for decades and decades is speaking for you now ",johannesburg,0
114,2020-08-04T20:42:26.000Z,The state of the world right now ,johannesburg,0
115,2020-08-04T05:17:07.000Z,"For every set back, God has a major come back
 #Believe",johannesburg,0
116,2020-08-04T19:59:18.000Z,Hafa twitter since morning man di work,johannesburg,0
117,2020-08-04T09:17:12.000Z,"Read - Comprehend - Think - Rspond.

O ska no phaphela di mention tsa batho.",johannesburg,0
118,2020-08-04T18:17:50.000Z,I pray that all my friends find the strength to leave toxic relationships ,johannesburg,0
119,2020-08-04T14:19:46.000Z,I hate food menu with no pics.,johannesburg,0
120,2020-08-04T19:58:44.000Z,Ever Kissed someone at the groove and never got their name or even where they stay?,johannesburg,0
130,2020-08-04T19:33:21.000Z,"Just read that marriage thread. Ndoyika guys 
 - kunzima out there",johannesburg,0
131,2020-08-04T07:54:13.000Z,"Eeh on this  04 August 2019 was in the Dr's office Glenwood Hospital 
 for my lungs checkup and was told 1 of my lung looks like a drain 
 lung infection eeh so maar net daarso I took a decision about my health I immediately stopped 
 and start doing brisk walking 
 ",johannesburg,0
132,2020-08-04T13:44:38.000Z,God just Blessed me beyond measures. My 20Plenty blessings ,johannesburg,0
133,2020-08-04T20:32:39.000Z,Reality is Elaine is definitely bigger than these awards. Let’s revisit this conversation in a year...,johannesburg,0
134,2020-08-04T17:26:50.000Z,"My puppy is so cute ninani 
 
Ndimthini? Aaargghh I’m in love",johannesburg,0
135,2020-08-04T18:26:56.000Z,"Documentaries about hauntings and paranormal activities have taught me 3 things... 

1. Do not buy a house with a Basement. 
2. Don’t buy a rocking chair.
3. Dogs are always right. ",johannesburg,0
136,2020-08-04T18:49:10.000Z,Black photographers doing big tings and winning is the Content I live for ,johannesburg,0
137,2020-08-04T06:05:34.000Z,"At some point, we will need a graphic designer for book ibhoni.",johannesburg,0
138,2020-08-04T13:30:45.000Z,"We about to get paid for IGTV videos 
 - what a time for creatives !",johannesburg,0
139,2020-08-04T13:32:27.000Z,"""Tired of rapping about things I don't have"" - 
@casspernyovest
 #AMN",johannesburg,0
140,2020-08-04T20:19:27.000Z,"I’m such a sharp shooter 
 did you see what I just posted",johannesburg,0
141,2020-08-04T08:07:51.000Z,My Uber driver just asked me if I'm on my way to school.,johannesburg,0
142,2020-08-04T18:38:17.000Z,You only engage with verified accounts and other influencers on your posts yet you expect peasants to keep engaging on your posts. Basically they should talk to themselves on your posts because you that important.,johannesburg,0
143,2020-08-04T20:36:36.000Z,"I won't lie, rn? I feel like I'm not good enough. As much as these are temporary feelings, it kinda hurts.",johannesburg,0
144,2020-08-04T09:44:45.000Z,"I just realized a Range Rover makes a lot of sense for me, if i need to go off-road to site, i can do so, if i need to pull a trailer with lifestock i can do so, if i wanna pull up outside Paul in Melrose for brunch i can also do so.",johannesburg,0
145,2020-08-04T17:44:05.000Z,"Tell me, injani connection unlimited 4G ye rain ?",johannesburg,0
146,2020-08-04T06:39:09.000Z,Today’s a good day to be Great!,johannesburg,0
147,2020-08-04T14:17:54.000Z,Harvard Referencing is an assignment on its own ,johannesburg,0
148,2020-08-04T18:34:57.000Z,People are weird.,johannesburg,0
149,2020-08-03T18:56:50.000Z,Green Tea & Lemon ,johannesburg,0
150,2020-08-03T18:14:59.000Z,Leave the CLA45s alone ,johannesburg,0
151,2020-08-04T11:20:14.000Z,"I hate it when a manager or something say ""please help me with this, I'll buy you lunch""

Do I look hungry ",johannesburg,0
152,2020-08-04T19:27:50.000Z,"Harriet, no!
 #TheQueenMzansi",johannesburg,0
163,2020-08-04T19:58:27.000Z,Are these awards playing everyday this whole week?,johannesburg,0
164,2020-08-04T23:22:53.000Z,mukbang is for people who know what they are doing,johannesburg,0
165,2020-08-04T11:53:40.000Z,"The relationship I have with my mother is the best thing I could have ever asked for ebomini 
 yhu samkhumbuli",johannesburg,0
166,2020-08-04T21:40:06.000Z,dropping out has been heavily on my mind lately.,johannesburg,0
167,2020-08-04T21:38:48.000Z,"Genre: Slow Jam/RnB

Who’s your fighter?",johannesburg,0
168,2020-08-04T20:20:01.000Z,Do you keep changing partners to avoid changing yourself?,johannesburg,0
169,2020-08-04T17:00:13.000Z,"The #Caramellos played in the garden. Sprinkler was on and they made a mud castle

#Day131OfLockdown #SchoolHolidays",johannesburg,0
170,2020-08-04T07:39:35.000Z,I’ve accepted being single is my portion. I’ll be the single rich aunt at family gatherings,johannesburg,0
171,2020-08-04T16:49:44.000Z,"Today. We reached 1493 followers

We are 7 away from 1500 followers

40 subs away from 100

Gotta say. Accomplishing this is awesome. And i am deeply grateful friends",johannesburg,0
172,2020-08-04T14:49:34.000Z,"Feeling much better! 

The voice is kinda back. Still a bit raspy but much better than izolo

I unravel when I'm not feeling well 
I was already planning on who I'd leave my #LeCruCru pots for 

Thanks for all the messages and love ",johannesburg,0
173,2020-08-04T12:31:12.000Z,I'm craving for a Cigarette ,johannesburg,0
174,2020-08-04T22:52:16.000Z,"Matured enough to realize that I had some toxic traits too.
It goes both ways.",johannesburg,0
175,2020-08-04T20:17:55.000Z,I am so proud of you @mr_mokgoroane you are doing so well and I know you will pull through this final stretch. Five to being an Advocate. My dress is ready. ,johannesburg,0
176,2020-08-04T07:51:36.000Z,Roasted beetroot will have you calling your Doctor the next morning after using the bathroom ,johannesburg,0
177,2020-08-04T14:33:52.000Z,"Yes, the IMF loan was provided in SDRs. Yes most S Africans who borrow foreign currencies hedge their bets - expensive because of the volatility of the rand. Regardless over the past 5 days the rand has lost 5.2% against $, 4.7% vs euro & 5.4% vs sterling. A big part of SDRs",johannesburg,0
178,2020-08-04T08:07:32.000Z,I value my own peace more than ANY friendship/ relationship.,johannesburg,0
179,2020-08-04T08:20:04.000Z,Do everything with Love or don’t do it at all... coz you might start something you won’t finish . ,johannesburg,0
180,2020-08-04T15:53:34.000Z,Any Brand that comes up on my TL again... Im going Straight to Ali Express to look for it..,johannesburg,0
181,2020-08-04T14:06:58.000Z,"If you care more about what I’m wearing than the actual date, how about we dress up in our best outfits and walk around the mall then? Since that’s what you care about?",johannesburg,0
182,2020-08-04T14:28:45.000Z,"New rule...

If you ain’t bought none, you don’t have any right to take a video of our chillas.",johannesburg,0
206,2020-08-04T22:06:35.000Z,My hair has 3 different textures and curl patterns. This sis is just doing her own thing. Ha ke sa tseba jwale,johannesburg,0
207,2020-08-04T20:43:55.000Z,Personally if you ask me there’s no ways di 100 shooter le di black spiders did that much damage. There’s more to it.,johannesburg,0
208,2020-08-04T19:52:17.000Z,"Great start from 
@Middlesex_CCC
 with a special mention to my mates 
@ngubbins18
 @JohnSimpson_88
 lovely to see boys 
 #middlesexccc",johannesburg,0
209,2020-08-04T11:07:33.000Z,"Apparently the illegal trade in South Africa is booming & our country is losing out on billions in tax.

So here's a question… has the alcohol & cigarette ban stopped you from drinking or smoking?

I'm super interested to see this little poll's answers.",johannesburg,0
